"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene-LEPBI_RS07765",94.4936683318608,0.764536309291261,0.242312277985021,3.15516950130989,0.00160404885620421,0.101520769544279
"gene-LEPBI_RS11355",408.624904832127,-0.674161086537242,0.213373380132772,-3.15953698684318,0.00158020041751539,0.101520769544279
"gene-LEPBI_RS11570",1670.32299927265,-1.7628109168216,0.55558234029485,-3.17290667641823,0.0015092102791804,0.101520769544279
"gene-LEPBI_RS05145",115.727372504086,-0.708196812089133,0.229092849596404,-3.09130910605361,0.00199276068828766,0.116729236245718
"gene-LEPBI_RS05605",454.990524326023,-0.733502539225121,0.237281786927039,-3.09127197971863,0.00199300988731211,0.116729236245718
"gene-LEPBI_RS10605",514.998536676625,-0.772274483109818,0.25018127506953,-3.08685964964879,0.00202283080140387,0.116729236245718
"gene-LEPBI_RS11595",338.861941142003,-0.494579682919501,0.160884237675284,-3.07413386212341,0.00211114682217888,0.118344859003285
"gene-LEPBI_RS04935",136.676596988333,-0.69040114056362,0.225938931668271,-3.05569799532063,0.00224537296568906,0.122372826630054
"gene-LEPBI_RS16560",8042.10873176315,-1.44409448289847,0.476715554344021,-3.02925815979636,0.00245155094475348,0.129998458205576
"gene-LEPBI_RS04755",763.796490129512,-0.802215183022697,0.269421332038215,-2.97754887095915,0.00290563317027031,0.146175699488983
"gene-LEPBI_RS12080",200.593168810014,-1.849181074981,0.620319185516553,-2.98101544842781,0.00287294299561676,0.146175699488983
"gene-LEPBI_RS09420",223.629206776229,-0.590808660534321,0.199699601459486,-2.95848692844878,0.00309153353056315,0.151639719674122
"gene-LEPBI_RS03285",586.907087953636,-0.821489769641035,0.278580593936832,-2.94884061388464,0.00318968432049995,0.152638064312705
"gene-LEPBI_RS13335",304.005472496809,-1.20324909516724,0.411252281733142,-2.92581743278451,0.00343552485039743,0.160488089439994
"gene-LEPBI_RS06225",866.513425933751,-0.526518830548108,0.181591963080594,-2.89946108636112,0.00373804741835028,0.170559279879145
"gene-LEPBI_RS13320",84.2248434175297,-1.34892827928008,0.466947981338693,-2.88881916870662,0.0038669137774236,0.172429200711479
"gene-LEPBI_RS01305",72.7150280220898,-0.880859299758043,0.310195945694274,-2.8396866947649,0.00451578618320087,0.188510053009364
"gene-LEPBI_RS06990",116.091255852521,-0.731628217040108,0.257247847437724,-2.84405962703818,0.0044542711358048,0.188510053009364
"gene-LEPBI_RS17490",92.7681593630802,-0.697050381362806,0.244790269918203,-2.84754120985171,0.00440583895320124,0.188510053009364
"gene-LEPBI_RS02570",233.869783504086,-0.570310172449598,0.203273557471117,-2.80562892461128,0.00502184872905033,0.205268066799932
"gene-LEPBI_RS11505",526.350972398649,0.54294363359656,0.195538667780409,2.77665609446766,0.00549212562110454,0.21990919323688
"gene-LEPBI_RS17795",111.685583826788,-1.09974732457434,0.397445104373319,-2.76704207064871,0.00565674546563882,0.221970692071667
"gene-LEPBI_RS17970",2083.4589956011,-1.15341776041394,0.419221964978013,-2.75132950267631,0.00593539079435805,0.228337975265304
"gene-LEPBI_RS08480",460.666079050698,0.808361980819212,0.296406015967003,2.72721178813457,0.0063872028634978,0.236428016055137
"gene-LEPBI_RS10550",425.13331707033,-0.60911970655437,0.223853405888276,-2.72106517270673,0.00650719310243497,0.236428016055137
"gene-LEPBI_RS14610",80.8932571480265,0.64064776937364,0.234718667820325,2.72942827821454,0.00634442481680232,0.236428016055137
"gene-LEPBI_RS12285",90.8293882039052,0.743049717848822,0.273796935868987,2.71387156138364,0.00665019442022745,0.237230571863387
"gene-LEPBI_RS00850",828.417587616307,-0.388842352531967,0.149466374544454,-2.60153732715526,0.00928069648212401,0.239791718409508
"gene-LEPBI_RS01340",458.687114079284,-0.808142745618866,0.309138160014151,-2.61417983979031,0.00894419433968452,0.239791718409508
"gene-LEPBI_RS03570",532.707242443009,-0.483543913171449,0.184697153685355,-2.61803662656979,0.0088437312090572,0.239791718409508
"gene-LEPBI_RS03970",89.5650027811074,0.646894288619673,0.246233428112538,2.62715868263028,0.0086101171809081,0.239791718409508
"gene-LEPBI_RS05185",1365.58960947022,-0.637557435825571,0.242684150815053,-2.62710784237182,0.00861140375454424,0.239791718409508
"gene-LEPBI_RS05190",353.512127788818,-0.954209854114471,0.366827922013963,-2.60124651601126,0.00928856809333467,0.239791718409508
"gene-LEPBI_RS05500",68.4238200120232,-1.29293882219874,0.480602874560604,-2.69024363073322,0.00713998718862275,0.239791718409508
"gene-LEPBI_RS06355",176.193509065951,-0.790886067745054,0.296130323041141,-2.67073651770264,0.00756850300088642,0.239791718409508
"gene-LEPBI_RS06915",360.194080729916,-0.558319688140419,0.214612282642772,-2.60152718784394,0.00928097083055966,0.239791718409508
"gene-LEPBI_RS07860",331.530753578772,-1.13241623129172,0.420430746308192,-2.69346673913713,0.00707132005376812,0.239791718409508
"gene-LEPBI_RS07955",260.982437649613,-0.655961181315561,0.248199136921903,-2.64288260406789,0.00822035316553135,0.239791718409508
"gene-LEPBI_RS08985",66.2852959001015,0.663625165727591,0.248548307449978,2.67000476702562,0.00758501700823733,0.239791718409508
"gene-LEPBI_RS09405",83.1585440984609,-0.820797246620398,0.311369417321073,-2.63608819929165,0.00838679289474396,0.239791718409508
"gene-LEPBI_RS09970",196.8887139842,0.583440679860914,0.221277231824163,2.63669549302995,0.00837179454245489,0.239791718409508
"gene-LEPBI_RS13100",108.753618777859,0.633059013908012,0.239863998766796,2.6392414750139,0.00830917714849572,0.239791718409508
"gene-LEPBI_RS13170",105.095427163912,0.571633156574883,0.21402297211027,2.67089626379155,0.00756490217163094,0.239791718409508
"gene-LEPBI_RS13925",1185.42227078575,-1.05019741680914,0.402128375870679,-2.61159738985164,0.00901203153349721,0.239791718409508
"gene-LEPBI_RS15045",279.323899465795,-0.571007395990098,0.219255586525557,-2.60430032839114,0.00920620460819801,0.239791718409508
"gene-LEPBI_RS15750",76.6775133350516,0.739278956850522,0.281928568582532,2.62222080070649,0.00873588132343751,0.239791718409508
"gene-LEPBI_RS16540",164.715068538361,-1.03105340172285,0.391428528470551,-2.63407832268011,0.00843660242635287,0.239791718409508
"gene-LEPBI_RS18040",112.260926765469,-0.628875053433285,0.236972437843838,-2.65378986330768,0.00795933764128775,0.239791718409508
"gene-LEPBI_RS05505",198.158832793695,-1.09658930530841,0.422933036227011,-2.59282016626342,0.00951925317666398,0.240143762351278
"gene-LEPBI_RS05795",515.824951764035,-1.05890362116121,0.416530710636859,-2.54219819600382,0.0110157689151962,0.240143762351278
"gene-LEPBI_RS05820",106.200143039961,-0.963491929462331,0.378159992112787,-2.54784204981411,0.0108391534926965,0.240143762351278
"gene-LEPBI_RS07325",169.927771294497,0.602054483042834,0.236722509115797,2.54329208190476,0.0109813390562245,0.240143762351278
"gene-LEPBI_RS07965",666.119203140325,-0.671974970217089,0.259901850025716,-2.58549514037934,0.00972392435630667,0.240143762351278
"gene-LEPBI_RS09250",364.157854136896,-0.499519466377872,0.195103218416029,-2.5602830667443,0.0104586936624482,0.240143762351278
"gene-LEPBI_RS09485",284.616497652229,-0.61385906886644,0.237658327804465,-2.58294785853873,0.00979601266868032,0.240143762351278
"gene-LEPBI_RS09950",128.264671330096,0.648824574887467,0.253600767600457,2.5584487816286,0.0105140307065975,0.240143762351278
"gene-LEPBI_RS10180",72.0266708574672,-0.862592012159505,0.338082122789899,-2.55142746100054,0.010728265419446,0.240143762351278
"gene-LEPBI_RS10275",851.922080647776,-1.0200413041086,0.399740837347592,-2.55175656026764,0.0107181378919932,0.240143762351278
"gene-LEPBI_RS12635",392.154243397538,-0.560373022270434,0.218393210956705,-2.56589030316297,0.0102911368409817,0.240143762351278
"gene-LEPBI_RS13530",60.8966710251684,-0.67316977092904,0.263012603955444,-2.55945821913188,0.010483545671776,0.240143762351278
"gene-LEPBI_RS15235",66.5256271482227,-0.66744335343676,0.25906337951755,-2.57637090460153,0.00998434809698046,0.240143762351278
"gene-LEPBI_RS17655",54.0316902770754,0.68803487198082,0.270102136627032,2.54731369611817,0.0108555800297467,0.240143762351278
"gene-LEPBI_RS06230",274.371112564888,-0.48973225874047,0.193180300775699,-2.53510454623992,0.0112413771305219,0.242369032198725
"gene-LEPBI_RS17935",235.924651616089,-0.47005937591875,0.186806435040133,-2.51629113214308,0.0118597172104928,0.252921360510726
"gene-LEPBI_RS07960",170.368007178914,-0.617214255724323,0.24573608535183,-2.51169564632981,0.0120152663519446,0.253483361102314
"gene-LEPBI_RS05430",86.0937631488956,-2.31241558489242,0.924143231536713,-2.50222639303133,0.0123414977530208,0.254187448427512
"gene-LEPBI_RS11960",138.905027570121,0.601469502476244,0.240708645347768,2.49874491050066,0.0124633989126324,0.254187448427512
"gene-LEPBI_RS14640",1332.8829104012,-0.828334649887975,0.330768160577873,-2.50427564866226,0.012270239643431,0.254187448427512
"gene-LEPBI_RS16245",1333.40935941996,-0.912198666242049,0.365491502954451,-2.49581360679603,0.0125668616195049,0.254187448427512
"gene-LEPBI_RS09905",72.5562366704866,0.712368224262696,0.286299729872867,2.4881903471548,0.012839499281476,0.257052016227101
"gene-LEPBI_RS06710",771.115816379343,-0.784636245718003,0.317325639283674,-2.47265316313308,0.013411423118189,0.263754037831025
"gene-LEPBI_RS09120",173.259111999029,-0.799404961549533,0.323408835438483,-2.47180928271699,0.0134431211942418,0.263754037831025
"gene-LEPBI_RS00090",64.4236004978732,0.889460985367113,0.360707261991634,2.46588044958114,0.0136676943068782,0.26550511118906
"gene-LEPBI_RS16550",1290.90703947888,-0.965700559941414,0.393931841790199,-2.45144072526061,0.0142285618981715,0.273690572982476
"gene-LEPBI_RS06690",435.695613511174,-0.622904815428204,0.25468155125641,-2.44581836554416,0.0144523788716606,0.275296770351437
"gene-LEPBI_RS05810",212.341514749256,-1.11574982860184,0.456968453133218,-2.44163425495056,0.0146209508065913,0.275829860408963
"gene-LEPBI_RS13250",853.81023496076,-0.648071853075715,0.266056827674319,-2.43583996223927,0.0148572561797642,0.277618444044737
"gene-LEPBI_RS12670",1301.35353462766,-0.554239136771557,0.228315237774387,-2.42751706883111,0.0152025714632891,0.278028222470748
"gene-LEPBI_RS13195",1969.3312410764,-0.748041380297694,0.308425259436121,-2.42535705948761,0.0152933369408931,0.278028222470748
"gene-LEPBI_RS14515",366.558482621697,-0.583277624932857,0.240517255755578,-2.42509679025111,0.0153043058240779,0.278028222470748
"gene-LEPBI_RS04000",477.988573919687,-0.521896664092754,0.215758378261363,-2.4188940809545,0.0155677725181585,0.280219905326854
"gene-LEPBI_RS04240",128.764135523102,-0.822669936749414,0.341927292729856,-2.40597914890454,0.0161291852697229,0.287686013629057
"gene-LEPBI_RS00210",79.9307472052451,0.58161459016864,0.243348546329774,2.39004752212682,0.0168461928588322,0.297767841342602
"gene-LEPBI_RS04130",225.004281899597,-0.849936311961906,0.356511569814519,-2.38403570578116,0.0171239408208819,0.299974749022948
"gene-LEPBI_RS10460",293.052222919284,-0.849363196618635,0.357064181281315,-2.37874096911854,0.0173718784998809,0.301625005458109
"gene-LEPBI_RS06325",61.0821458895648,-0.680640151048293,0.28700513901953,-2.37152600602729,0.0177147999895523,0.304881031399138
"gene-LEPBI_RS10200",570.147813863313,-0.502675246834587,0.212567419913599,-2.36478029906421,0.018040769641087,0.307791217702719
"gene-LEPBI_RS09925",72.0192893079343,0.620130906356383,0.263161139515275,2.3564683885266,0.0184496378732988,0.31205335782252
"gene-LEPBI_RS03870",679.329138255516,-0.92996791141344,0.396847518437501,-2.34338850114266,0.0191094730359343,0.313481886252252
"gene-LEPBI_RS10370",342.735622319557,0.879892186250781,0.375246620203393,2.344837072147,0.0190353957096568,0.313481886252252
"gene-LEPBI_RS12240",115.551175710531,0.802093801304095,0.342461034366127,2.34214617376461,0.0191732040521255,0.313481886252252
"gene-LEPBI_RS17890",65.2587063892984,-0.5727634930711,0.244159479799323,-2.34585809873882,0.0189833332025056,0.313481886252252
"gene-LEPBI_RS02190",234.528860143177,-0.548270063304703,0.234683358001627,-2.33621194094599,0.0194801982697504,0.315869000043391
"gene-LEPBI_RS13870",104.963316547664,-0.487537234352792,0.211406163547918,-2.30616376632882,0.0211014833554909,0.339353363471092
"gene-LEPBI_RS06535",154.054973974982,-0.565406553084982,0.245972619430292,-2.29865646995404,0.0215244541987203,0.343341293803978
"gene-LEPBI_RS10165",532.709742519587,-0.606968932134464,0.26482994450487,-2.29191956849616,0.0219102848505412,0.343903831014095
"gene-LEPBI_RS17455",195.89134631301,-0.602977760536214,0.262903166869483,-2.2935355542353,0.0218171908548179,0.343903831014095
"gene-LEPBI_RS02335",85.4650389064986,-0.966503026938299,0.424709667273985,-2.27567936737074,0.0228652071427747,0.353240444205701
"gene-LEPBI_RS05195",330.271989010561,-0.548158686344054,0.240593532734884,-2.27836002120674,0.0227051362865421,0.353240444205701
"gene-LEPBI_RS05385",61.1173646819186,0.626934955398182,0.278399138703571,2.25192850206954,0.0243267906315419,0.362056880511862
"gene-LEPBI_RS06575",213.052644464896,-0.577389771069856,0.255563095848423,-2.25928461679112,0.0238656861909033,0.362056880511862
"gene-LEPBI_RS09255",90.3006512175996,0.529484543789085,0.23517741033155,2.25142603212878,0.0243585668845901,0.362056880511862
"gene-LEPBI_RS10000",77.8464214529857,0.617774235106981,0.273419950832529,2.25943364127576,0.0238564237516425,0.362056880511862
"gene-LEPBI_RS15275",81.1629129002617,0.862438316350115,0.382094125323675,2.25713576627104,0.0239995926028797,0.362056880511862
"gene-LEPBI_RS07240",178.873421252205,-0.516875321154014,0.230326401882534,-2.24409931701022,0.0248260119072162,0.363497278820583
"gene-LEPBI_RS09885",63.9736037862094,0.528168375442667,0.235261750997639,2.24502441728391,0.0247665650986375,0.363497278820583
"gene-LEPBI_RS03435",106.475562018992,0.696894990680284,0.311468828569699,2.23744698267402,0.0252571407597786,0.364371398313864
"gene-LEPBI_RS12880",401.326384669017,0.481986445559254,0.215222917444462,2.23947547632157,0.0251249952386631,0.364371398313864
"gene-LEPBI_RS03215",625.977763040213,-0.377653912062123,0.171726099258112,-2.19916433025415,0.0278662396431042,0.366936658924634
"gene-LEPBI_RS03875",147.424510397457,-0.853579046477877,0.386536860637419,-2.20827334570442,0.0272252242106596,0.366936658924634
"gene-LEPBI_RS05805",211.768206986435,-0.903524254227348,0.407529113025524,-2.21707903889252,0.0266176908958411,0.366936658924634
"gene-LEPBI_RS06950",572.023559019985,-0.589857191458119,0.266805792796004,-2.2108110370344,0.027048925220259,0.366936658924634
"gene-LEPBI_RS07855",175.485763573648,-0.71773361131911,0.322513115760344,-2.22544007125728,0.0260517100209293,0.366936658924634
"gene-LEPBI_RS09130",3794.09234136271,-1.16658182273477,0.529962265254708,-2.20125450285427,0.0277180118054676,0.366936658924634
"gene-LEPBI_RS09920",78.2094144298118,0.597470867909418,0.271248795090618,2.20266736193175,0.0276182022785928,0.366936658924634
"gene-LEPBI_RS12765",1699.2855542112,-0.725088237805959,0.325331049272707,-2.2287704768018,0.0258291802516079,0.366936658924634
"gene-LEPBI_RS14040",3203.64924334938,-0.571861383432068,0.25626766435525,-2.2315003528472,0.0256480041709909,0.366936658924634
"gene-LEPBI_RS16040",193.250597105308,-0.572155343243643,0.258554985563055,-2.21289619303863,0.0269048032295099,0.366936658924634
"gene-LEPBI_RS16545",378.225351011719,-0.912298151035058,0.412508146194895,-2.21158820607637,0.0269951310691402,0.366936658924634
"gene-LEPBI_RS17495",150.077304048769,-0.605000988599541,0.273384172979604,-2.21300663460382,0.0268971882428948,0.366936658924634
"gene-LEPBI_RS17540",351.419050990808,-0.56873761172888,0.258047299758231,-2.20400528221663,0.0275239726065457,0.366936658924634
"gene-LEPBI_RS13245",63.6420349900278,-0.768487158354031,0.350863790872708,-2.19027206096863,0.028504511820019,0.372839014605848
"gene-LEPBI_RS10650",97.4301911723793,0.773203228527314,0.354353259796811,2.18201246115437,0.0291086130684732,0.378219197618175
"gene-LEPBI_RS11720",144.375685234939,0.507484449376475,0.23410836666177,2.16773307427183,0.0301790014753811,0.38700131303724
"gene-LEPBI_RS17725",260.730159224196,-0.375456712826655,0.173009037361017,-2.17015664935,0.0299949808802884,0.38700131303724
"gene-LEPBI_RS07865",78.2063658937921,0.738031997708492,0.344020516988769,2.14531390211412,0.0319277577089368,0.406767926135935
"gene-LEPBI_RS04810",145.277348600182,-0.424622969033058,0.198253915014698,-2.1418137896625,0.0322084693285515,0.407696882726568
"gene-LEPBI_RS06715",2951.73988690323,-0.87357351263516,0.40940817197412,-2.13374713167763,0.0328634856968565,0.413321531648926
"gene-LEPBI_RS00350",68.31002780614,-0.547622001740937,0.257246878589517,-2.12877996710221,0.0332724691010884,0.414453091358973
"gene-LEPBI_RS17225",60.5168989809449,0.629937285495696,0.296088330631174,2.12753161920585,0.0333759370207532,0.414453091358973
"gene-LEPBI_RS07500",828.100325184931,-0.614445732312563,0.289499472669873,-2.12244162880821,0.0338006695336346,0.414879752958249
"gene-LEPBI_RS11775",424.161026818177,-0.649952391919518,0.306284580731139,-2.12205390936756,0.0338332112504179,0.414879752958249
"gene-LEPBI_RS02660",93.1262708408984,0.561562619476607,0.265192409416833,2.11756671584794,0.0342117795223504,0.416916220017711
"gene-LEPBI_RS08105",75.6425212454912,0.579500413948807,0.274483051313889,2.11124297538543,0.0347514326959909,0.418532740255751
"gene-LEPBI_RS16980",182.280363542679,-0.386577184501588,0.183123891879619,-2.11101446421701,0.0347710686349069,0.418532740255751
"gene-LEPBI_RS10025",53.7286309536335,0.566364234360952,0.269176853398647,2.1040599412988,0.0353732186201134,0.423184481296723
"gene-LEPBI_RS00065",88.0740005719607,0.523622579399338,0.249622736861624,2.09765579042426,0.0359355628818741,0.424153604280089
"gene-LEPBI_RS00555",66.091617743916,0.536939917013755,0.256201986108725,2.09576797264129,0.0361027787537078,0.424153604280089
"gene-LEPBI_RS06405",337.187041195175,-0.705934835101455,0.336537272066552,-2.09764235255895,0.0359367508202236,0.424153604280089
"gene-LEPBI_RS01180",353.281840354453,-0.750694745190032,0.361172635742294,-2.07849286158454,0.0376639877011783,0.424554834464221
"gene-LEPBI_RS02210",124.939897240145,-0.553714123727611,0.266276008415502,-2.07947432824509,0.0375737749816351,0.424554834464221
"gene-LEPBI_RS03945",997.208074082886,-0.620544242226202,0.298557289898926,-2.07847626978487,0.0376655143395566,0.424554834464221
"gene-LEPBI_RS05425",66.3629574325482,-1.30787408197115,0.625864451679067,-2.08970820832274,0.0366440192105504,0.424554834464221
"gene-LEPBI_RS07905",98.2347023960503,-0.432977974879636,0.208535422548302,-2.07628022898291,0.0378680407906415,0.424554834464221
"gene-LEPBI_RS09020",180.614674953484,-0.566082304512403,0.27217664134664,-2.07983426392366,0.0375407371600264,0.424554834464221
"gene-LEPBI_RS13375",58.8055191380962,0.772537047034068,0.371262659676507,2.08083691397137,0.037448836103393,0.424554834464221
"gene-LEPBI_RS13920",787.141854032026,-0.432843472897659,0.207858270641384,-2.08239716207608,0.0373062074578746,0.424554834464221
"gene-LEPBI_RS10280",576.299419354483,-0.86095632828636,0.415692615121854,-2.07113693379899,0.0383460011907674,0.425840098420127
"gene-LEPBI_RS17960",728.725491628733,-1.06944492606071,0.5165452202878,-2.0703800636561,0.0384167672886659,0.425840098420127
"gene-LEPBI_RS08040",382.494441005548,-0.541073807905217,0.262566623714233,-2.06071053605846,0.0393306638694107,0.426430026199562
"gene-LEPBI_RS10375",535.380017457132,0.702207541217999,0.340210138914304,2.06404060578241,0.0390138665578338,0.426430026199562
"gene-LEPBI_RS15185",101.72073006603,-0.630691853784423,0.305453282475448,-2.06477353483709,0.0389444330651936,0.426430026199562
"gene-LEPBI_RS15290",368.203265534001,-0.526394348955559,0.255454428511451,-2.06061939118806,0.0393393653119881,0.426430026199562
"gene-LEPBI_RS03290",91.8037482034009,0.511209994796674,0.248640927541815,2.05601708395615,0.0397808695191339,0.426775824694037
"gene-LEPBI_RS09335",166.715761999205,-0.797344341838459,0.389553961650337,-2.0468135876748,0.0406763910386263,0.426775824694037
"gene-LEPBI_RS15365",54.2207172522422,0.513897461152684,0.25067028287539,2.05009327495013,0.0403553295353943,0.426775824694037
"gene-LEPBI_RS16460",57.1624423740618,0.613149060883442,0.29944364354433,2.04762757234041,0.0405965055504578,0.426775824694037
"gene-LEPBI_RS17710",960.621566475168,-0.507884787015322,0.248070378338455,-2.04734152629214,0.0406245633029278,0.426775824694037
"gene-LEPBI_RS17875",882.747199358151,-0.450945989849112,0.220008811564862,-2.04967240467169,0.0403964096223372,0.426775824694037
"gene-LEPBI_RS12885",83.8853199850748,-0.717597140956199,0.351546732080499,-2.04125675328957,0.0412253132374416,0.430234386020534
"gene-LEPBI_RS07695",457.492519327316,0.410153984510731,0.201874532498651,2.03172722895828,0.0421812777807514,0.434201512403142
"gene-LEPBI_RS17410",1804.79460954463,-0.825806789282575,0.40662943086812,-2.03085838504003,0.0422693623185526,0.434201512403142
"gene-LEPBI_RS18270",249.702459118627,-0.571688988800102,0.281264478161346,-2.03256732786625,0.0420962551817891,0.434201512403142
"gene-LEPBI_RS05160",124.673593531223,-0.483400808187185,0.238465844247832,-2.02712807660957,0.042649316202554,0.435822699944849
"gene-LEPBI_RS01605",60.8696351464639,0.549587407459964,0.277022464518927,1.9839091692956,0.0472659665570019,0.438830527297096
"gene-LEPBI_RS01705",63.7922192670414,0.476008552354154,0.237229415643907,2.00653258392149,0.0447994559134158,0.438830527297096
"gene-LEPBI_RS02315",415.090336349306,-0.401231220004112,0.202419040627222,-1.98218121556571,0.0474589622875007,0.438830527297096
"gene-LEPBI_RS02320",874.615952125075,-0.401016252791784,0.198761309632598,-2.01757703012244,0.0436353311104324,0.438830527297096
"gene-LEPBI_RS03645",336.888011795713,-0.418663777348653,0.209063176662062,-2.00257062976422,0.0452233949680161,0.438830527297096
"gene-LEPBI_RS04760",259.802389072951,-0.508282582155178,0.25656118752745,-1.98113591168499,0.0475760339639318,0.438830527297096
"gene-LEPBI_RS04765",346.351417226297,-0.372261653968828,0.186285634181545,-1.99833795882532,0.045680032850347,0.438830527297096
"gene-LEPBI_RS05610",629.894415762285,-0.714986433908212,0.355725761325987,-2.00993718094259,0.0444378379506357,0.438830527297096
"gene-LEPBI_RS06410",152.470847580958,-0.469077856212508,0.232532515495142,-2.01725704989549,0.0436686952649922,0.438830527297096
"gene-LEPBI_RS06910",123.215909213152,-0.440518051134931,0.222867651401695,-1.97659035918562,0.0480879527873983,0.438830527297096
"gene-LEPBI_RS06935",99.5695358415915,-0.554324561288054,0.278790904301779,-1.98831652229235,0.0467766946053339,0.438830527297096
"gene-LEPBI_RS07180",66.4820506960229,-0.673003707833944,0.335588469022546,-2.005443481995,0.0449156571536454,0.438830527297096
"gene-LEPBI_RS07730",64.2679046990711,0.51647717979473,0.259730436884755,1.98851234375699,0.0467550551989377,0.438830527297096
"gene-LEPBI_RS08415",186.637359783198,-0.699613663869299,0.347590987206815,-2.01274972487429,0.0441409653552741,0.438830527297096
"gene-LEPBI_RS09125",127.778916922532,-0.560064297132312,0.280833133313014,-1.99429565352629,0.0461197539719095,0.438830527297096
"gene-LEPBI_RS09135",2384.90680437547,-1.17157618894552,0.592320337621546,-1.97794354597036,0.0479350757013451,0.438830527297096
"gene-LEPBI_RS09815",60.5286661941107,0.503682034080304,0.254160476605247,1.98174807038391,0.0475074441477201,0.438830527297096
"gene-LEPBI_RS10005",124.718686797573,0.502772062479291,0.251219079034052,2.00132913635569,0.0453569318179256,0.438830527297096
"gene-LEPBI_RS10360",445.13567164414,0.810108284923465,0.405557572895483,1.9975173417172,0.0457690125198899,0.438830527297096
"gene-LEPBI_RS15080",139.565851382791,-0.604273294367908,0.305343865079783,-1.97899274711158,0.0478168228649765,0.438830527297096
"gene-LEPBI_RS17095",351.36129535339,-0.399453998137439,0.199230699815408,-2.00498215640232,0.0449649546609255,0.438830527297096
"gene-LEPBI_RS17325",237.923922042931,-0.624018288631677,0.314555436192092,-1.98381021859245,0.047277000550042,0.438830527297096
